index_name,index_id,turnover_perc,numholdings_,aum_index,dvol,competition,top3_issuer,spread_bps,d_OwnIndex
Morningstar North America Renewable Energy Index,Morningstar North America Renewable Energy Index,289.6809207,55.64285714,2733312.5,31429.37581,0,0,31.81814368,1
Morningstar Societal Development Index,Morningstar Societal Development Index,155.214262,146.097166,2992809.686,23450.87566,0,0,29.4060866,1
Morningstar U.S. Dividend and Buyback Index,Morningstar U.S. Dividend and Buyback Index,420.0190902,356.1976285,27393475.41,353588.4537,0,1,14.00572716,1
Morningstar US Dividend Growth Index,Morningstar US Dividend Growth Index,209.4893684,449.3162055,11103965525,91253335.56,0,0,4.359170464,1
Morningstar US Dividend Valuation Index,Morningstar US Dividend Valuation Index,226.2972106,59.51394422,32164572.87,290735.8094,0,0,14.04304833,1
Morningstar US Mkt Factor Tilt TR USD,Morningstar US Mkt Factor Tilt TR USD,71.38933452,2896.498024,1284447544,3520709.265,0,0,9.217645129,1
Morningstar US Target Market Exposure Index,Morningstar US Target Market Exposure Index,378.7849931,660.027668,160896587.3,2095797.015,0,0,14.60196477,1
Morningstar Wide Moat Focus TR USD,Morningstar Wide Moat Focus TR USD,201.8981496,49.02788845,3341690401,25652983.28,0,0,5.967874164,1
Morningstar Women s Empowerment Index,Morningstar Women s Empowerment Index,83.99348088,181.7773279,8118324.21,32403.55783,0,0,54.00637112,1
Motif Data Driven World Index,Motif Data Driven World Index,305.1494882,132.9723502,30706134.52,348449.1098,0,0,21.74667513,1
Motif Finance Reimagined Index,Motif Finance Reimagined Index,293.2798044,133.6451613,24804383.25,298127.495,0,0,20.92589596,1
Motif Human Evolution Index,Motif Human Evolution Index,319.5021833,132.0829493,31620131.76,354138.4934,0,0,21.80656766,1
Motif Manufacturing Revolution Index,Motif Manufacturing Revolution Index,397.1303028,135.0967742,20731643.32,256473.546,0,0,16.79776033,1
Motley Fool 100 index,Motley Fool 100 index,219.2354087,102.0750988,276323226.1,2296895.943,0,0,29.00784048,1
NASDAQ 100 Ex Technology TR USD,NASDAQ 100 Ex Technology TR USD,166.6643773,62.69960474,111966116.1,718512.3982,0,0,39.43297585,0
NASDAQ 100 Technology NTTR TR USD,NASDAQ 100 Technology NTTR TR USD,223.5498675,41.00395257,2749940827,23547617.34,0,0,8.959570242,0
NASDAQ AlphaDEX Eurozone Index,NASDAQ AlphaDEX Eurozone Index,139.09873,152.3794466,33776490.1,208653.5204,0,0,122.1365163,0
NASDAQ AlphaDEX Total US Market Index,NASDAQ AlphaDEX Total US Market Index,85.38302379,1200.565217,13973627.96,46086.95065,0,0,67.65921977,0
NASDAQ Biotechnology TR USD,NASDAQ Biotechnology TR USD,1285.858862,216.4150198,8667572781,432444187.5,0,0,8.783090135,0
NASDAQ Buyback Achievers USD,NASDAQ Buyback Achievers USD,153.9441936,238.7114625,805457032.5,5738484.484,0,0,8.999979359,0
NASDAQ Chaikin Power US Large Cap Index,NASDAQ Chaikin Power US Large Cap Index,12.91764692,95.908,247224904.6,254006.7327,0,0,19.57975952,0
NASDAQ Chaikin Power US Small Cap Index,NASDAQ Chaikin Power US Small Cap Index,82.08837184,419.964,128330731.1,456762.317,0,0,32.53532287,0
NASDAQ Clean Edge US Liq PR USD,NASDAQ Clean Edge US Liq PR USD,486.3508387,42.63636364,491650496.5,12120913.73,0,0,28.63990714,0
NASDAQ Composite TR USD,NASDAQ Composite TR USD,,1023.819277,,22380237.07,0,0,29.13657142,0
NASDAQ Eurozone Large Mid Cap Index,NASDAQ Eurozone Large Mid Cap Index,261.1114462,292.3453815,3227277.02,55719.23564,0,0,24.73717489,0
NASDAQ Global Millennial Opportunity Index,NASDAQ Global Millennial Opportunity Index,109.802686,108.2151394,37180207.41,337016.7495,0,0,39.38707932,0
NASDAQ Halter USX China TR USD,NASDAQ Halter USX China TR USD,152.9700317,68.60079051,189761624.7,1155803.67,0,0,61.46530651,0
NASDAQ International BuyBack Achievers USD,NASDAQ International BuyBack Achievers USD,183.6102919,73.00395257,102079956.2,771252.3186,0,0,29.2521724,0
NASDAQ International Dividend Achievers Select Index,NASDAQ International Dividend Achievers Select Index,178.9352096,421.1067194,2149361570,13685653.05,0,1,9.83573031,0
NASDAQ Intl Div Achievers TR USD,NASDAQ Intl Div Achievers TR USD,100.1812564,59.13043478,546506345.7,2106364.798,0,0,26.91734427,0
NASDAQ OMX ABA Community Bank TR USD,NASDAQ OMX ABA Community Bank TR USD,268.8812609,162.9367589,80186323.62,808233.8469,0,0,16.30744544,0
NASDAQ OMX ClnEdge SmartGridInfra PR USD,NASDAQ OMX ClnEdge SmartGridInfra PR USD,266.5709831,59.06719368,52315184.56,630535.2091,0,0,31.01568202,0
NASDAQ OMX Global Automobile TR USD,NASDAQ OMX Global Automobile TR USD,380.0208534,32.54150198,24469965.14,423028.9845,0,0,79.44749249,0
NASDAQ OMX Global Water TR USD,NASDAQ OMX Global Water TR USD,62.01175673,47.07905138,201609381.7,484057.2948,0,0,31.12106216,0
NASDAQ OMX US Water TR USD,NASDAQ OMX US Water TR USD,66.52850989,37.15019763,1099379670,2873151.614,0,0,13.90835065,0
NASDAQ Technology Dividend USD,NASDAQ Technology Dividend USD,114.3632435,89.2687747,1182530621,5162022.452,0,0,11.63338336,0
NASDAQ U.S. Healthcare Innovators Index,NASDAQ U.S. Healthcare Innovators Index,149.3054012,207.7888446,87510654.96,627701.6584,0,0,27.38280249,0
NASDAQ U.S. Price Setters Index,NASDAQ U.S. Price Setters Index,153.2128014,148.7689243,20410263.93,133315.9107,0,0,22.40527904,0
NASDAQ U.S. Shareholder Yield Index,NASDAQ U.S. Shareholder Yield Index,303.99116,132.0239044,18769796.28,219423.7193,0,0,147.2349618,0
NASDAQ U.S. Small Cap Select Leaders Index,NASDAQ U.S. Small Cap Select Leaders Index,45.86358441,471,474141266.3,1493095.365,0,0,21.87761893,0
NASDAQ US Broad Div Achievers TR USD,NASDAQ US Broad Div Achievers TR USD,117.1310483,279.770751,366037185.6,1698920.222,0,0,13.98600225,0
NASDAQ US Div Achievers Select TR USD,NASDAQ US Div Achievers Select TR USD,112.9798981,205.256917,44585806028,192963493,0,1,4.048588153,0
NASDAQ US Dividend Achievers 50 TR USD,NASDAQ US Dividend Achievers 50 TR USD,144.0063218,51.79841897,702278739.7,3973158.97,0,0,10.96687966,0
NASDAQ US Rising Dividend Achievers TR USD,NASDAQ US Rising Dividend Achievers TR USD,236.833804,51.20158103,1272796021,11455171.77,0,0,9.853186231,0
NASDAQ US Small Mid Cap Rising Dividend Achievers Index,NASDAQ US Small Mid Cap Rising Dividend Achievers Index,293.1067517,101.3201581,9503076.967,109632.2396,0,0,46.85059574,0
NASDAQ-100 Equal Weighted Index,NASDAQ-100 Equal Weighted Index,272.8719412,104.3407319,580965358,5578046.995,1,0,13.33554569,0
NIFTY 50 Equal Weight Index,NIFTY 50 Equal Weight Index,229.0371614,53.18577075,3067020.127,32983.23935,0,0,142.1485122,1
NYSE Arca Environmental Services USD,NYSE Arca Environmental Services USD,106.009459,24.01593625,33349991.9,144727.609,0,0,124.729103,1
NYSE Arca Gold Miners TR USD,NYSE Arca Gold Miners TR USD,2284.889643,54.41035857,15041305321,1267488062,0,0,3.511139024,1
NYSE Arca Steel TR USD,NYSE Arca Steel TR USD,407.6767814,25.93625498,46888967.28,786177.3628,0,0,16.02504102,1
NYSE FactSet Global Autonomous Driving and Electric Vehicle Index,NYSE FactSet Global Autonomous Driving and Electric Vehicle Index,510.7731195,114.486166,43864083.84,1095616.333,0,1,15.9061797,1
NYSE FactSet Global Cyber Security Index,NYSE FactSet Global Cyber Security Index,583.6713116,50.30039526,85241607.74,1628626.349,0,1,20.4527014,1
NYSE FactSet Global Genomics and Immuno Biopharma Index,NYSE FactSet Global Genomics and Immuno Biopharma Index,554.1197766,54.24901186,109331917.7,2099550.332,0,1,24.90424733,1
NYSE FactSet Global Robotics and Artificial Intelligence Index,NYSE FactSet Global Robotics and Artificial Intelligence Index,305.667346,114.6521739,145921444.3,1605379.294,0,1,29.94978226,1
NYSE FactSet U.S. Infrastructure Index,NYSE FactSet U.S. Infrastructure Index,782.127204,139.6166008,23261445.86,711754.0934,0,1,16.66327516,1
NYSE FactSet U.S. Tech Breakthrough Index,NYSE FactSet U.S. Tech Breakthrough Index,235.5701025,160.8536585,211278566.7,2033675.046,0,1,13.99831675,1
NYSE Technology Index,NYSE Technology Index,194.2574974,36.07171315,435751722.6,3473173.129,0,1,7.356170146,1
Nasdaq CTA Artificial Intelligence and Robotics Index,Nasdaq CTA Artificial Intelligence and Robotics Index,196.1251179,107.3359684,107894793.9,813567.8756,0,0,20.06002068,0
Nasdaq CTA Cybersecurity Index,Nasdaq CTA Cybersecurity Index,223.6469974,42.00790514,1864223999,16197138.15,0,0,17.09099077,0
Nasdaq China US Internet Tiger Index,Nasdaq China US Internet Tiger Index,262.7035344,20.96412556,12995407.12,139263.6,0,0,90.10452235,0
Nasdaq Developed Select Leaders Core Index,Nasdaq Developed Select Leaders Core Index,11.38673731,597.8207171,29244750.58,161556.7713,0,0,49.60869367,0
Nasdaq Dorsey Wright Peoples Portfolio Index,Nasdaq Dorsey Wright Peoples Portfolio Index,209.7552025,303.3754941,30079764.64,292083.6182,0,0,59.36845344,0
Nasdaq DorseyWright DALI 1 Index,Nasdaq DorseyWright DALI 1 Index,377.653445,8.031620553,28257960.13,531131.9915,0,0,14.64406628,0
Nasdaq Riskalyze Developed International Equity Select Index,Nasdaq Riskalyze Developed International Equity Select Index,117.4464493,451.2687747,25609975.78,124149.773,0,0,39.45466445,0
Nasdaq Riskalyze Emerging Markets Equity Select Index,Nasdaq Riskalyze Emerging Markets Equity Select Index,159.3095363,265.8221344,8194936.874,54072.8795,0,0,41.05522907,0
Nasdaq Riskalyze US Equity Dividend Select Index,Nasdaq Riskalyze US Equity Dividend Select Index,161.6758685,210.4071146,4581648.546,30037.86323,0,0,54.30708154,0
Nasdaq Riskalyze US Large Cap Index,Nasdaq Riskalyze US Large Cap Index,111.7795285,382.7391304,18961349.78,82459.37405,0,0,57.80918374,0
Nasdaq Riskalyze US Mid Cap Index,Nasdaq Riskalyze US Mid Cap Index,149.45201,369.2252964,13680495.58,80939.05904,0,0,74.93890306,0
Nasdaq Riskalyze US Small Cap Index,Nasdaq Riskalyze US Small Cap Index,170.2115423,363.9881423,7451898.062,48668.39513,0,0,62.79079884,0
Nasdaq U.S. Large Cap Equities for Rising Rates Index,Nasdaq U.S. Large Cap Equities for Rising Rates Index,271.3728435,90.98015873,1405767.674,15220.09694,0,0,19.05229094,0
Nasdaq U.S. Sustainable Momentum Index,Nasdaq U.S. Sustainable Momentum Index,131.231817,134.1089744,4681731.087,26589.30893,0,0,34.44082755,0
Nasdaq US Large Cap Select Leaders Core Index,Nasdaq US Large Cap Select Leaders Core Index,33.77089437,157.7573222,6522032.584,9597.980262,0,0,46.85567956,0
Nasdaq US Mega Cap Select Leaders Index,Nasdaq US Mega Cap Select Leaders Index,39.12345873,44.07171315,1518470450,2464241.946,0,0,26.97293324,0
Nasdaq US Small Mid Cap Select Leaders Core Index,Nasdaq US Small Mid Cap Select Leaders Core Index,16.63932073,627.3514644,9279950.637,6892.994321,0,0,93.83882218,0
Nasdaq US Smart Banks Index,Nasdaq US Smart Banks Index,387.6810145,30.30434783,81038493.96,1217633.971,0,0,11.55522488,0
Nasdaq US Smart Food & Beverage Index,Nasdaq US Smart Food & Beverage Index,321.7885809,30.46640316,2617592.767,33468.1314,0,0,101.5772194,0
Nasdaq US Smart Oil & Gas Index,Nasdaq US Smart Oil & Gas Index,438.8514891,49.17786561,14001146.97,193016.9233,0,0,52.81166513,0
Nasdaq US Smart Pharmaceuticals Index,Nasdaq US Smart Pharmaceuticals Index,403.2647128,29.58893281,13097599.22,186759.0434,0,0,57.55630923,0
Nasdaq US Smart Retail Index,Nasdaq US Smart Retail Index,383.5172921,50.3083004,4952110.727,85174.55969,0,0,75.02313852,0
Nasdaq US Smart Semiconductor Index,Nasdaq US Smart Semiconductor Index,303.6364143,30.53754941,46650086.99,560508.901,0,0,48.38935494,0
Nasdaq US Smart Transportation Index,Nasdaq US Smart Transportation Index,1001.93579,30.7944664,216686829.7,3843403.964,0,0,42.3133415,0
Nasdaq Victory Dividend Accelerator Index,Nasdaq Victory Dividend Accelerator Index,146.9840288,75.47035573,239392467.9,1304289.666,0,0,22.83288391,0
Nasdaq Victory US Multi-Factor Minimum Volatility Index,Nasdaq Victory US Multi-Factor Minimum Volatility Index,86.39103212,64.9486166,152430940.4,523333.4949,0,0,31.52935542,0
North Shore Global Uranium Mining Index,North Shore Global Uranium Mining Index,821.2772926,27.79352227,9898521.977,350519.1505,0,0,93.96862374,1
Northern Trust Developed Markets ex-US Quality Low Volatility Index,Northern Trust Developed Markets ex-US Quality Low Volatility Index,257.795026,205.43083,51335528.15,290533.0433,0,0,17.26365209,1
Northern Trust Emerging Markets Quality Low Volatility Index,Northern Trust Emerging Markets Quality Low Volatility Index,129.8868328,176.1304348,7554674.332,51457.87723,0,0,25.3709611,1
Northern Trust Intl Quality Div TR USD,Northern Trust Intl Quality Div TR USD,134.3722731,241.9894598,208189662.9,1293834.971,0,0,25.53436562,1
Northern Trust Quality Div Defensive USD,Northern Trust Quality Div Defensive USD,114.2512714,164.7351779,450126177.2,2075859.546,0,0,8.388003466,1
Northern Trust Quality Dividend Dyn USD,Northern Trust Quality Dividend Dyn USD,165.1780519,160.1897233,22004120.62,206769.3224,0,0,39.05704275,1
Northern Trust Quality Dividend USD,Northern Trust Quality Dividend USD,80.73175977,154.2213439,1407955271,4476801.984,0,0,12.01533885,1
Northern Trust Quality Large Cap Index,Northern Trust Quality Large Cap Index,185.1748834,156.6166008,64658635.26,433287.8195,0,0,20.50351398,1
Northern Trust Quality Low Volatility Index,Northern Trust Quality Low Volatility Index,266.4791703,131.6956522,72454866.81,682123.3448,0,0,20.56008508,1
O Shares Global Internet Giants Index,O Shares Global Internet Giants Index,764.780447,103.1264822,281592799.1,7734748.322,0,0,21.84740309,1
OFI Revenue Weighted ESG Index,OFI Revenue Weighted ESG Index,93.52570473,226.875,25834630.99,93136.96761,0,0,32.15316226,1
OFI Revenue Weighted Global ESG Index,OFI Revenue Weighted Global ESG Index,21.09818271,1489,24826393.31,20668.58378,0,0,28.30940682,1
PHLX Semiconductor Sector USD,PHLX Semiconductor Sector USD,1824.029713,35,3186906472,207391832.3,0,0,8.122818659,1
Pacer CFRA-Stovall Equal Weight Seasonal Rotation Index,Pacer CFRA-Stovall Equal Weight Seasonal Rotation Index,226.3050491,164.3399209,67024498,768843.5776,0,0,31.68187525,1
Pacer Developed Markets International Cash Cows 100 Index,Pacer Developed Markets International Cash Cows 100 Index,147.3392571,104.5296443,18079237.05,144283.6525,0,0,37.41332121,1
Pacer Global Cash Cows Dividends 100 Index,Pacer Global Cash Cows Dividends 100 Index,126.5778909,105.9130435,143023446.2,738759.2968,0,0,34.88407595,1
Pacer NASDAQ-100 Trendpilot Index,Pacer NASDAQ-100 Trendpilot Index,158.9914341,106.3399209,785998786.9,4855198.392,0,0,32.92756242,0
"Pacer Trendpilot US Large Cap Index, Pacer Trendpilot US Mid Cap Index, Pacer NASDAQ-100 Trendpilot","Pacer Trendpilot US Large Cap Index, Pacer Trendpilot US Mid Cap Index, Pacer NASDAQ-100 Trendpilot Index, Pacer Trendpilot Inte",259.1130763,5.205533597,27805958,250894.0744,0,0,27.67997956,0
Pacer US Cash Cows 100 Index,Pacer US Cash Cows 100 Index,181.1383895,101.229249,211229862,1442204.885,0,0,30.23183865,1
"Pacer US Cash Cows 100 Index, Pacer US Small Cap Cash Cows Index, Pacer US Cash Cows Growth Index, P","Pacer US Cash Cows 100 Index, Pacer US Small Cap Cash Cows Index, Pacer US Cash Cows Growth Index, Pacer Global Cash Cows Divide",269.6398516,5.992094862,1572739.044,13351.96538,0,0,64.84008481,1
Pacer US Export Leaders Index,Pacer US Export Leaders Index,59.65185483,101.1699605,1446830,3562.848415,0,0,46.79839311,1
Pacer US Small Cap Cash Cows Index,Pacer US Small Cap Cash Cows Index,413.9617722,100.9802372,31900029.88,481083.8347,0,0,35.80575056,1
Pacer Wilshire US Large-Cap Trendpilot Index,Pacer Wilshire US Large-Cap Trendpilot Index,207.1373088,396.9683794,2349900183,20418977.46,0,0,10.03957138,1
Pacer Wilshire US Mid-Cap Trendpilot Index,Pacer Wilshire US Mid-Cap Trendpilot Index,167.0713928,257.743083,486400312.7,3377343.677,0,0,12.29776344,1
Point Bridge GOP Stock Tracker Index,Point Bridge GOP Stock Tracker Index,208.3132676,150.743083,10160909.64,91768.81587,0,0,20.01114829,1
Poliwogg Medical Breakthroughs Index,Poliwogg Medical Breakthroughs Index,220.1773051,81.72983871,199639756.5,1807001.227,0,0,13.98686387,1
Prime Alternative Harvest Index,Prime Alternative Harvest Index,558.8191162,37.41106719,625309508,14856572.3,0,0,23.81802338,1
ProShares Online Retail Index,ProShares Online Retail Index,754.4401733,36.57936508,277182387.7,7031738.682,0,0,18.94248732,1
QS Emerging Markets Low Volatility High Dividend Hedged Index,QS Emerging Markets Low Volatility High Dividend Hedged Index,394.3390381,255.712766,4331270.077,48254.11003,0,0,178.8880558,1
QS International Low Volatility High Dividend Hedged Index,QS International Low Volatility High Dividend Hedged Index,149.4184475,141.292,56801628.47,338074.6688,0,0,45.5178927,1
QS Low Volatility High Dividend Index,QS Low Volatility High Dividend Index,141.6000937,82.996,726532814,4115885.517,0,0,37.20742013,1
R Risk-Based International Index,R Risk-Based International Index,11.32098959,234.8102767,111027685.3,62100.25293,0,0,42.51421906,1
R Risk-Based US Index,R Risk-Based US Index,22.46606631,250.2964427,108271575.7,114777.2404,0,0,32.54397922,1
RAFI Dynamic Multi-Factor Developed ExUS Index,RAFI Dynamic Multi-Factor Developed ExUS Index,244.2152592,1268.960159,40939807.94,368492.0507,0,0,18.20150995,1
RAFI Dynamic Multi-Factor Emerging Market Index,RAFI Dynamic Multi-Factor Emerging Market Index,63.2724734,602.5697211,610305498.9,1492972.87,0,0,25.48234119,1
RAFI Dynamic Multi-Factor U.S. Index,RAFI Dynamic Multi-Factor U.S. Index,270.7461249,830.5657371,62679355.47,697483.1422,0,0,32.51989595,1
RAFI ESG US Index,RAFI ESG US Index,97.0666614,248.6135458,11862471.95,40480.64761,0,0,34.44637875,1
RARE Global Infrastructure Index,RARE Global Infrastructure Index,113.1657327,105.192,13654457.48,60570.18158,0,0,187.193044,1
ROBO Global Healthcare Technology and Innovation Index,ROBO Global Healthcare Technology and Innovation Index,555.6441662,89.2145749,35018423.06,730298.0364,0,0,21.84061789,1
Rare Earth/Strategic Metals USD,Rare Earth/Strategic Metals USD,685.7890053,25.60956175,166790656.4,4826647.122,0,0,54.17178463,1
RaymondJames SB1 Equity Incorporated USD,RaymondJames SB1 Equity Incorporated USD,54.93713203,149.3280632,115399608.9,245573.6209,0,0,22.50797444,1
Reality Shares DIVCON Dividend Guard Index,Reality Shares DIVCON Dividend Guard Index,97.31847537,58,14416865.38,53918.20476,0,0,45.02804715,1
Reality Shares Drone Index,Reality Shares Drone Index,160.929787,64.52238806,33120992.42,200068.2555,0,0,103.8621692,1
Red Rocks Gbl Listed Private Eqty TR USD,Red Rocks Gbl Listed Private Eqty TR USD,229.6568061,76.15019763,164750365.3,1503952.087,0,0,36.89394424,1
Renaissance IPO USD,Renaissance IPO USD,968.1836774,50.0876494,156882761.8,7943343.681,0,0,32.62148223,1
Renaissance International IPO Index,Renaissance International IPO Index,708.3096298,50.84860558,17346075.64,553393.6115,0,0,92.7784292,1
RevShares Large Cap Fund Fincls TR USD,RevShares Large Cap Fund Fincls TR USD,446.6637053,67.12903226,36168486.97,579891.8704,0,0,23.45183308,1
RevShares Large Cap Fund TR USD,RevShares Large Cap Fund TR USD,89.4343055,505.6442688,793249507.1,2760935.313,0,0,9.323581438,1
RevShares Mid Cap Fund TR USD,RevShares Mid Cap Fund TR USD,123.7335272,396.3992095,235984990.5,1095530.24,0,0,46.62094354,1
RevShares Small Cap Fund TR USD,RevShares Small Cap Fund TR USD,129.2578951,590.9802372,240175792.1,1250338.623,0,0,36.0834857,1
Revenue Weighted Ultra Dividend USD,Revenue Weighted Ultra Dividend USD,185.4005552,60.08695652,802889023.1,5951976.12,0,0,8.609793222,1
Richard Bernstein Advisors American Industrial Renaissance USD,Richard Bernstein Advisors American Industrial Renaissance USD,262.6963429,57.56916996,49297178.77,515086.6805,0,0,44.53228488,1
Robo-Stox Global Robotics and Autom USD,Robo-Stox Global Robotics and Autom USD,162.4814209,97.42105263,1244800223,7829653.423,0,0,14.48053157,1
Rogers-Van Eck Hard Assets Prod TR USD,Rogers-Van Eck Hard Assets Prod TR USD,125.5047525,322.0756972,49468636.08,284218.4479,0,0,37.66190134,1
Roundhill BITKRAFT Esports Index,Roundhill BITKRAFT Esports Index,606.8036052,30.2173913,30262292.83,735000.7109,0,0,19.80933262,1
Royce Small-Cap Quality Value Index,Royce Small-Cap Quality Value Index,76.54267483,244.62,11222588.28,38062.46105,0,0,61.60607037,1
Russell 1000 2Qual/Val 5% Capped Factor Index,Russell 1000 2Qual/Val 5% Capped Factor Index,104.1692037,357.7349398,100571531.9,419985.6565,0,0,31.32007146,0
Russell 1000 Comprehensive Factor Index,Russell 1000 Comprehensive Factor Index,260.3922325,847.5341365,156738459.2,1451212.973,0,0,30.16720491,0
Russell 1000 Diversified Factor Index,Russell 1000 Diversified Factor Index,166.8187354,464.8221344,622887035.5,4265828.35,0,0,9.599079694,0
Russell 1000 Dividend Select Equal Weight Index,Russell 1000 Dividend Select Equal Weight Index,114.9290174,110.1255061,45932176.09,221736.4693,0,0,25.7584553,0
Russell 1000 Enhanced Value Equal Weight Index,Russell 1000 Enhanced Value Equal Weight Index,75.12412431,674.3003953,4827773.973,39771.52255,0,0,78.95418244,0
Russell 1000 Equal Weight Index,Russell 1000 Equal Weight Index,106.9449889,990.0869565,464142041.6,1929623.602,0,0,9.818923776,0
Russell 1000 Growth Index,Russell 1000 Growth Index,170.814503,490.5869565,29316315328,195730673.5,1,0.5,5.383632385,0
Russell 1000 Growth/Value 150/50 Net Spread Index,Russell 1000 Growth/Value 150/50 Net Spread Index,731.1449049,11.01992032,23707124.1,735211.9913,0,0,28.46960455,0
Russell 1000 Index,Russell 1000 Index,203.7787282,1007.861307,11936658100,89765602.9,1,0.5,6.754711265,0
Russell 1000 Low Beta Equal Weight Index,Russell 1000 Low Beta Equal Weight Index,138.9634492,387.201581,22089840.51,244049.7802,0,0,56.99788675,0
Russell 1000 Low Volatility Focused Factor Index,Russell 1000 Low Volatility Focused Factor Index,53.37068027,462.2071713,474801525.4,1380660.693,0,1,11.37445186,0
Russell 1000 Momentum Factor Index,Russell 1000 Momentum Factor Index,43.09464004,593.7419355,7881121.439,13346.93581,0,0,62.58079115,0
Russell 1000 Momentum Focused Factor Index,Russell 1000 Momentum Focused Factor Index,17.62576304,919.3705179,290752107.3,667459.5793,0,1,17.08711971,0
Russell 1000 OFI Dynamic Multifactor Index,Russell 1000 OFI Dynamic Multifactor Index,98.17831434,347.7312253,1086782639,4200578.2,0,0,12.66600431,0
Russell 1000 Pure Domestic Exposure Index,Russell 1000 Pure Domestic Exposure Index,186.0390359,417.201581,3625778.99,27001.11267,0,1,34.81932617,0
Russell 1000 Quality Factor Index,Russell 1000 Quality Factor Index,49.50779542,388.2903226,6481798.458,12570.66248,0,0,65.41090347,0
Russell 1000 Size Factor Index,Russell 1000 Size Factor Index,246.2670368,635.2580645,7450565.193,71512.96018,0,0,10.96794223,0
Russell 1000 Value Factor Index,Russell 1000 Value Factor Index,85.44156806,637.9354839,7463433.046,25507.06148,0,0,11.76059006,0
Russell 1000 Value Index,Russell 1000 Value Index,197.4598816,808.1593705,19684634187,162960836.1,1,0.5,5.454545507,0
Russell 1000 Value/Growth 150/50 Net Spread Index,Russell 1000 Value/Growth 150/50 Net Spread Index,294.3283214,10.93625498,21150151.79,263515.757,0,0,26.29842756,0
Russell 1000 Volatility Factor Index,Russell 1000 Volatility Factor Index,129.6290861,269.9677419,8005039.194,40412.70633,0,0,61.43758059,0
Russell 1000 Yield Factor Index,Russell 1000 Yield Factor Index,232.3204672,243.9354839,7171221.479,65787.21368,0,0,11.99957469,0
Russell 1000 Yield Focused Factor Index,Russell 1000 Yield Focused Factor Index,22.32239163,289.6334661,385623367.2,363264.6842,0,1,20.32187974,0
Russell 1000/FTSE All-World ex US 150/50 Net Spread Index,Russell 1000/FTSE All-World ex US 150/50 Net Spread Index,65.24274942,9.576086957,12868749.68,36222.73497,0,0,14.29983983,0
Russell 1000/Russell 2000 150/50 Net Spread Index,Russell 1000/Russell 2000 150/50 Net Spread Index,119.1763448,10.74456522,11135738.77,51050.13479,0,0,114.6464225,0
Russell 2000 Diversified Factor Index,Russell 2000 Diversified Factor Index,228.7475641,872.687747,150891011.8,1304374.578,0,0,27.60474794,0
Russell 2000 Dividend Growth Index,Russell 2000 Dividend Growth Index,182.226347,86.3015873,627500361.9,4469283.816,0,0,13.8047737,0
Russell 2000 Dividend Select Equal Weight Index,Russell 2000 Dividend Select Equal Weight Index,147.5918455,45.69635628,28096372.78,171077.0425,0,0,39.29271768,0
Russell 2000 Growth Index,Russell 2000 Growth Index,258.7255245,1138.974308,4721073416,55858637.24,1,0.5,10.46748457,0
Russell 2000 Index,Russell 2000 Index,1686.906742,2008.549549,21415029557,2207582583,1,0.5,4.664362628,0
Russell 2000 OFI Dynamic Multifactor Index,Russell 2000 OFI Dynamic Multifactor Index,29.35760468,732.5296443,47652786.55,130286.3715,0,0,65.56927017,0
Russell 2000 Value Index,Russell 2000 Value Index,374.4065927,1427.938105,4342099935,78876927.02,1,0.5,9.614007264,0
Russell 2000/Russell 1000 150/50 Net Spread Index,Russell 2000/Russell 1000 150/50 Net Spread Index,200.0100683,10.98913043,4815925.659,57487.4975,0,0,111.4024596,0
Russell 2500,US Small Caps,274.7669038,1868.930297,4707644299,32282154.8,1,1,16.03887905,0
Russell 3000 Dividend Elite Index,Russell 3000 Dividend Elite Index,32.7262913,68.77911647,22568420.23,31343.27638,0,0,18.42584857,0
Russell 3000 Growth Index,Russell 3000 Growth Index,134.1354185,517.0869565,8800813357,45603741.5,0,0,9.048892416,0
Russell 3000 Index,Russell 3000 Index,152.0972882,2901.332016,5101287500,31229461.11,1,0.5,7.992310291,0
Russell 3000 Value Index,Russell 3000 Value Index,161.323274,694.9090909,6454443479,40118342.74,0,0,8.933822946,0
Russell Fundamental Dv ex US LC NR USD,Russell Fundamental Dv ex US LC NR USD,159.276363,962.4223108,4369696219,26936997.71,0,0,13.38972362,0
Russell Fundamental Dv ex US SC NR USD,Russell Fundamental Dv ex US SC NR USD,130.3418698,1643.071713,1871132531,9258164.074,0,0,17.68847333,0
Russell Fundamental Em Mkts LC NR USD,Russell Fundamental Em Mkts LC NR USD,191.2038671,346.2669323,2815286344,20269233.19,0,0,12.39540915,0
Russell Fundamental US LC TR USD,Russell Fundamental US LC TR USD,136.3697878,725.2111554,5176056957,28244374.97,0,0,7.542899589,0
Russell Fundamental US SC TR USD,Russell Fundamental US SC TR USD,150.2081839,943.9840637,3244308331,18890269.93,0,0,11.008939,0
Russell Fundamental US TR USD,Russell Fundamental US TR USD,107.5346091,1648.426295,243829382,1019952.389,0,0,18.48546315,0
Russell Micro Cap TR USD,Russell Micro Cap TR USD,143.9428311,1327.703557,755322210.6,4094665.919,0,0,21.0243216,0
Russell Mid Cap Growth TR USD,Russell Mid Cap Growth TR USD,138.0152685,373.9920949,12391670888,65831380.8,0,0,5.879652137,0
Russell Mid Cap TR USD,Russell Mid Cap TR USD,146.1989886,813.6482213,20531744549,113393219,0,0,5.585752153,0
